question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
829,superhero,Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,True,False,False,['JOIN'],JOIN,
830,superhero,Identify the weakest attribute of the Black Panther.,SELECT T3.attribute_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Black Panther' ORDER BY T2.attribute_value ASC LIMIT 1,True,False,False,['JOIN'],JOIN,
831,superhero,What is Abomination's eye colour?,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.superhero_name = 'Abomination',True,False,False,['JOIN'],JOIN,
832,superhero,Name the tallest superhero.,SELECT superhero_name FROM superhero ORDER BY height_cm DESC LIMIT 1,False,False,False,[],NONE,
833,superhero,"Name the superhero, otherwise known as Charles Chandler.",SELECT superhero_name FROM superhero WHERE full_name = 'Charles Chandler',False,False,False,[],NONE,
834,superhero,"Among all superheroes created by George Lucas, identify the percentage of female superheroes.",SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.publisher_name = 'George Lucas',True,False,False,['JOIN'],JOIN,
835,superhero,"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',True,False,False,['JOIN'],JOIN,
836,superhero,What is the total number of superheroes that have John as their first name?,SELECT COUNT(id) FROM superhero WHERE full_name LIKE 'John%',False,False,False,[],NONE,
837,superhero,Give the hero ID of superhero with the lowest attribute value.,SELECT hero_id FROM hero_attribute WHERE attribute_value = ( SELECT MIN(attribute_value) FROM hero_attribute ),False,False,False,[],NONE,
838,superhero,Provide the full name of the superhero named Alien.,SELECT full_name FROM superhero WHERE superhero_name = 'Alien',False,False,False,[],NONE,
839,superhero,"In superheroes with weight less than 100, list the full name of the superheroes with brown eyes.",SELECT T1.full_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg < 100 AND T2.colour = 'Brown',True,False,False,['JOIN'],JOIN,
840,superhero,List the attribute value of the superhero named Aquababy.,SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id WHERE T1.superhero_name = 'Aquababy',True,False,False,['JOIN'],JOIN,
841,superhero,Provide the weight and race of the superhero with superhero ID 40.,"SELECT T1.weight_kg, T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.id = 40",True,False,False,['JOIN'],JOIN,
842,superhero,Calculate the average height of all neutral superheroes.,SELECT AVG(T1.height_cm) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',True,False,False,['JOIN'],JOIN,
843,superhero,List the hero ID of superheroes have intellegence as their power.,SELECT T1.hero_id FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T2.power_name = 'Intelligence',True,False,False,['JOIN'],JOIN,
844,superhero,Give the eye colour of Blackwulf.,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.superhero_name = 'Blackwulf',True,False,False,['JOIN'],JOIN,
845,superhero,List the power of superheroes with height greater than 80% of the average height of all superheroes.,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.height_cm * 100 > ( SELECT AVG(height_cm) FROM superhero ) * 80,True,False,False,['JOIN'],JOIN,
846,formula_1,Please list the reference names of the drivers who are eliminated in the first period in race number 20.,SELECT T2.driverRef FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 20 ORDER BY T1.q1 DESC LIMIT 5,True,False,False,['JOIN'],JOIN,
847,formula_1,What is the surname of the driver with the best lap time in race number 19 in the second qualifying period?,SELECT T2.surname FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 19 ORDER BY T1.q2 ASC LIMIT 1,True,False,False,['JOIN'],JOIN,
848,formula_1,Please list the year during which the race is held on circuits in Shanghai.,SELECT T2.year FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.location = 'Shanghai',True,False,False,['JOIN'],JOIN,
849,formula_1,Where can the introduction of the races held on Circuit de Barcelona-Catalunya be found?,SELECT DISTINCT T1.url FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Circuit de Barcelona-Catalunya',True,False,False,['JOIN'],JOIN,
850,formula_1,Please give the name of the race held on the circuits in Germany.,SELECT DISTINCT T2.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.country = 'Germany',True,False,False,['JOIN'],JOIN,
851,formula_1,Please list the positions of the circuits built by the constructor Renault.,SELECT DISTINCT T1.position FROM constructorStandings AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T2.name = 'Renault',True,False,False,['JOIN'],JOIN,
852,formula_1,How many races in the year 2010 are held on grand prixs outside Asia and Europe?,"SELECT COUNT(T3.raceId) FROM circuits AS T1 INNER JOIN races AS T3 ON T3.circuitID = T1.circuitId WHERE T1.country NOT IN ( 'Bahrain', 'China', 'Singapore', 'Japan', 'Korea', 'Turkey', 'UAE', 'Malaysia', 'Spain', 'Monaco', 'Azerbaijan', 'Austria', 'Belgium', 'France', 'Germany', 'Hungary', 'Italy', 'UK' ) AND T3.year = 2010",True,False,False,['JOIN'],JOIN,
853,formula_1,Please give the names of the races held on the circuits in Spain.,SELECT DISTINCT T2.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.country = 'Spain',True,False,False,['JOIN'],JOIN,
854,formula_1,What is the coordinates location of the circuits for Australian grand prix?,"SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Australian Grand Prix'",True,False,False,['JOIN'],JOIN,
855,formula_1,Where can I find the information about the races held on Sepang International Circuit?,SELECT DISTINCT T1.url FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Sepang International Circuit',True,False,False,['JOIN'],JOIN,
856,formula_1,Please list the time of the races held on Sepang International Circuit.,SELECT DISTINCT T2.time FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Sepang International Circuit',True,False,False,['JOIN'],JOIN,
857,formula_1,Give the coordinate position for Abu Dhabi Grand Prix.,"SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Abu Dhabi Grand Prix'",True,False,False,['JOIN'],JOIN,
858,formula_1,Which country is the constructor which got 1 point in the race No. 24 from?,SELECT T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T1.raceId = 24 AND T1.points = 1,True,False,False,['JOIN'],JOIN,
859,formula_1,What's Bruno Senna's Q1 result in the qualifying race No. 354?,SELECT T1.q1 FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 354 AND T2.forename = 'Bruno' AND T2.surname = 'Senna',True,False,False,['JOIN'],JOIN,
860,formula_1,"For the driver who had the Q2 time as 0:01:40 in the qualifying race No. 355, what is his nationality?",SELECT DISTINCT T2.nationality FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 355 AND T1.q2 LIKE '1:40%',True,False,False,['JOIN'],JOIN,
861,formula_1,What is his number of the driver who finished 0:01:54 in the Q3 of qualifying race No.903?,SELECT T2.number FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 903 AND T1.q3 LIKE '1:54%',True,False,False,['JOIN'],JOIN,
862,formula_1,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",SELECT COUNT(T3.driverId) FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.year = 2007 AND T1.name = 'Bahrain Grand Prix' AND T2.time IS NULL,True,False,False,['JOIN'],JOIN,
863,formula_1,Show me the season page of year when the race No. 901 took place.,SELECT T2.url FROM races AS T1 INNER JOIN seasons AS T2 ON T2.year = T1.year WHERE T1.raceId = 901,True,False,False,['JOIN'],JOIN,
864,formula_1,"For the race happened on 2015/11/29, how many drivers finished the game?",SELECT COUNT(T2.driverId) FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId WHERE T1.date = '2015-11-29' AND T2.time IS NOT NULL,True,False,False,['JOIN'],JOIN,
865,formula_1,"For all the drivers who finished the game in race No. 592, who is the oldest?","SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.raceId = 592 AND T2.time IS NOT NULL AND T1.dob IS NOT NULL ORDER BY T1.dob ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
866,formula_1,Who was the player that got the lap time of 0:01:27 in the race No. 161? Show his introduction website.,"SELECT DISTINCT T2.forename, T2.surname, T2.url FROM lapTimes AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 161 AND T1.time LIKE '1:27%'",True,False,False,['JOIN'],JOIN,
867,formula_1,"For the driver who set the fastest lap speed in race No.933, where does he come from?",SELECT T1.nationality FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.raceId = 933 AND T2.fastestLapTime IS NOT NULL ORDER BY T2.fastestLapSpeed DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
868,formula_1,Where is Malaysian Grand Prix held? Give the location coordinates.,"SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Malaysian Grand Prix'",True,False,False,['JOIN'],JOIN,
869,formula_1,"For the constructor which got the highest point in the race No. 9 , what is its introduction website?",SELECT T2.url FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T1.raceId = 9 ORDER BY T1.points DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
870,formula_1,What's Lucas di Grassi's Q1 result in the race No. 345?,SELECT T1.q1 FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 345 AND T2.forename = 'Lucas' AND T2.surname = 'di Grassi',True,False,False,['JOIN'],JOIN,
871,formula_1,"For the driver who had the Q2 time as 0:01:15 in race No. 347, where is he from?",SELECT DISTINCT T2.nationality FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 347 AND T1.q2 LIKE '1:15%',True,False,False,['JOIN'],JOIN,
872,formula_1,"In the race No. 45, for the driver who had the Q3 time as 0:01:33, what is his abbreviated code?",SELECT T2.code FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 45 AND T1.q3 LIKE '1:33%',True,False,False,['JOIN'],JOIN,
873,formula_1,What is the actual finish time for Bruce McLaren in the race No.743?,SELECT T2.time FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.raceId = 743 AND T1.forename = 'Bruce' AND T1.surname = 'McLaren',True,False,False,['JOIN'],JOIN,
874,formula_1,Who finished second in the San Marino Grand Prix in 2006?,"SELECT T3.forename, T3.surname FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.year = 2006 AND T1.name = 'San Marino Grand Prix' AND T2.position = 2",True,False,False,['JOIN'],JOIN,
875,formula_1,Show me the season page of year when the race No. 901 took place.,SELECT T2.url FROM races AS T1 INNER JOIN seasons AS T2 ON T2.year = T1.year WHERE T1.raceId = 901,True,False,False,['JOIN'],JOIN,
876,formula_1,"For the race happened in 2015/11/29, how many drivers did not finish the game?",SELECT COUNT(T2.driverId) FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId WHERE T1.date = '2015-11-29' AND T2.time IS NULL,True,False,False,['JOIN'],JOIN,
877,formula_1,"For all the drivers who finished the game in race No. 872, who is the youngest?","SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.raceId = 872 AND T2.time IS NOT NULL ORDER BY T1.dob DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
878,formula_1,Who was the driver that got the best lap time in the race No. 348? Give his full name.,"SELECT T2.forename, T2.surname FROM lapTimes AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 348 ORDER BY T1.time ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
879,formula_1,"For the driver who set the fastest lap speed, what is his nationality?",SELECT T1.nationality FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId ORDER BY T2.fastestLapSpeed DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
880,formula_1,"Paul di Resta was in the No. 853 race, what percent faster did he finish in the 853rd race than the next race for the fastest lap speed?","SELECT (SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) - SUM(IIF(T2.raceId = 854, T2.fastestLapSpeed, 0))) * 100 / SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T1.forename = 'Paul' AND T1.surname = 'di Resta'",True,False,False,['JOIN'],JOIN,
881,formula_1,"For the drivers who took part in the race in 1983/7/16, what's their race completion rate?",SELECT CAST(COUNT(CASE WHEN T2.time IS NOT NULL THEN T2.driverId END) AS REAL) * 100 / COUNT(T2.driverId) FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId WHERE T1.date = '1983-07-16',True,False,False,['JOIN'],JOIN,
882,formula_1,Which year was the first Singapore Grand Prix?,SELECT year FROM races WHERE name = 'Singapore Grand Prix' ORDER BY year ASC LIMIT 1,False,False,False,[],NONE,
883,formula_1,How many races were there in 2005? Name all the races in descending order.,SELECT name FROM races WHERE year = 2005 ORDER BY name DESC,False,False,False,[],NONE,
884,formula_1,List the names of all races that occurred in the earliest recorded year and month.,"SELECT name FROM races WHERE STRFTIME('%Y', date) = ( SELECT STRFTIME('%Y', date) FROM races ORDER BY date ASC LIMIT 1 ) AND STRFTIME('%m', date) = ( SELECT STRFTIME('%m', date) FROM races ORDER BY date ASC LIMIT 1 )",False,False,False,[],NONE,
885,formula_1,State the name and date of the last round of race in year 1999.,"SELECT name, date FROM races WHERE year = 1999 ORDER BY round DESC LIMIT 1",False,False,False,[],NONE,
886,formula_1,Which year has the most number of races?,SELECT year FROM races GROUP BY year ORDER BY COUNT(round) DESC LIMIT 1,False,True,False,['GROUP_BY'],GROUP_BY,
887,formula_1,Name the races in year 2017 that are not hosted in year 2000.,SELECT name FROM races WHERE year = 2017 AND name NOT IN ( SELECT name FROM races WHERE year = 2000 ),False,False,False,[],NONE,
888,formula_1,In which country was the first European Grand Prix hosted? Name the circuit and location.,"SELECT T1.country, T1.location FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'European Grand Prix' ORDER BY T2.year ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
889,formula_1,When was the last f1 season whereby Brands Hatch hosted the British Grand Prix?,SELECT T2.date FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Brands Hatch' AND T2.name = 'British Grand Prix' ORDER BY T2.year DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
890,formula_1,How many seasons has Silverstone Circuit hosted the United Kindom grand prix?,SELECT COUNT(T2.circuitid) FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Silverstone Circuit' AND T2.name = 'British Grand Prix',True,False,False,['JOIN'],JOIN,
891,formula_1,Name all drivers in the 2010 Singapore Grand Prix order by their position stands.,"SELECT T3.forename, T3.surname FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.name = 'Singapore Grand Prix' AND T1.year = 2010 ORDER BY T2.position ASC",True,False,False,['JOIN'],JOIN,
892,formula_1,State the driver with the most points scored. Find his full name with that points.,"SELECT T3.forename, T3.surname, T2.points FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId ORDER BY T2.points DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
893,formula_1,Name the top 3 drivers and the points they scored in the 2017 Chinese Grand Prix.,"SELECT T3.forename, T3.surname, T2.points FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.name = 'Chinese Grand Prix' AND T1.year = 2017 ORDER BY T2.points DESC LIMIT 3",True,False,False,['JOIN'],JOIN,
